,Game Type,Match ID,Tier Average,user,Match Status,Match Duration,Champion Used,K/D/A,Kill Participation,Total CS,Control Wards Bought,User Level,D_spell,F_spell
2080,Ranked Solo,3639874728,Grandmaster,Niles,Victory,19m 44s,Gangplank,1 / 2 / 6,P/Kill 27%,147 (7.4) CS,Control Ward 3,Level12,Flash,Teleport
2081,Ranked Solo,3639869854,Grandmaster,Niles,Victory,15m 30s,Kayle,4 / 0 / 2,P/Kill 29%,131 (8.5) CS,Control Ward 2,Level12,Flash,Teleport
2082,Ranked Solo,3639766343,Grandmaster,Niles,Defeat,24m 40s,Gangplank,0 / 4 / 5,P/Kill 42%,195 (7.9) CS,Control Ward 3,Level13,Flash,Teleport
2083,Ranked Solo,3639783228,Grandmaster,Niles,Victory,31m 14s,Kayle,5 / 4 / 7,P/Kill 46%,305 (9.8) CS,Control Ward 2,Level18,Flash,Teleport
2084,Ranked Solo,3639760532,Grandmaster,Niles,Defeat,22m 44s,Ornn,3 / 7 / 4,P/Kill 44%,138 (6.1) CS,Control Ward 3,Level13,Flash,Teleport
2085,Ranked Solo,3639676718,Grandmaster,Niles,Defeat,29m 59s,Gangplank,1 / 6 / 5,P/Kill 46%,251 (8.4) CS,Control Ward 6,Level16,Flash,Teleport
2086,Ranked Solo,3639672617,Grandmaster,Niles,Victory,27m 23s,Gangplank,9 / 6 / 7,P/Kill 47%,216 (7.9) CS,Control Ward 4,Level15,Flash,Teleport
2087,Ranked Solo,3639647533,Grandmaster,Niles,Defeat,29m 23s,Gragas,5 / 7 / 8,P/Kill 48%,157 (5.3) CS,Control Ward 3,Level14,Flash,Smite
2088,Ranked Solo,3639620412,Grandmaster,Niles,Defeat,32m 27s,Akali,6 / 6 / 6,P/Kill 50%,258 (8) CS,Control Ward 3,Level16,Ignite,Teleport
2089,Ranked Solo,3639532060,Grandmaster,Niles,Defeat,32m 24s,Jayce,5 / 13 / 7,P/Kill 44%,263 (8.1) CS,Control Ward 2,Level17,Flash,Teleport
2090,Ranked Solo,3639471043,Grandmaster,Niles,Victory,36m 49s,Kayle,9 / 9 / 13,P/Kill 49%,275 (7.5) CS,Control Ward 4,Level18,Flash,Teleport
2091,Ranked Solo,3639421528,Grandmaster,Niles,Defeat,26m 30s,Gangplank,5 / 4 / 7,P/Kill 60%,213 (8) CS,Control Ward 2,Level14,Flash,Teleport
2092,Ranked Solo,3639300431,Grandmaster,Niles,Victory,40m 2s,Jayce,9 / 6 / 14,P/Kill 59%,316 (7.9) CS,Control Ward 3,Level18,Flash,Teleport
2093,Ranked Solo,3638013934,Grandmaster,Niles,Defeat,21m 1s,Gangplank,3 / 7 / 3,P/Kill 55%,150 (7.1) CS,Control Ward 3,Level12,Flash,Teleport
2094,Ranked Solo,3637988346,Grandmaster,Niles,Defeat,31m 16s,Lucian,7 / 6 / 6,P/Kill 50%,263 (8.4) CS,Control Ward 4,Level17,Flash,Teleport
2095,Ranked Solo,3637983629,Challenger,Niles,Victory,17m 48s,Jayce,4 / 5 / 5,P/Kill 36%,130 (7.3) CS,Control Ward 2,Level11,Flash,Teleport
2096,Ranked Solo,3637899702,Grandmaster,Niles,Victory,15m 45s,Camille,3 / 0 / 2,P/Kill 38%,113 (7.2) CS,Control Ward 1,Level11,Flash,Teleport
2097,Ranked Solo,3637912563,Grandmaster,Niles,Victory,28m 53s,Lucian,8 / 5 / 11,P/Kill 76%,269 (9.3) CS,Control Ward 3,Level17,Flash,Teleport
2098,Ranked Solo,3637844950,Grandmaster,Niles,Victory,28m 13s,Kayle,8 / 5 / 11,P/Kill 51%,203 (7.2) CS,Control Ward 4,Level15,Flash,Teleport
2099,Ranked Solo,3637840355,Challenger,Niles,Defeat,15m 51s,Lucian,1 / 6 / 2,P/Kill 100%,107 (6.8) CS,Control Ward 1,Level10,Flash,Teleport
2100,ARAM,3673166647,None,Ina,Victory,22m 51s,Malphite,13 / 12 / 18,P/Kill 58%,19 (0.8) CS,0,Level18,Flash,Mark
2101,ARAM,3673164675,None,Ina,Defeat,15m 5s,Sylas,7 / 11 / 11,P/Kill 60%,13 (0.9) CS,0,Level14,Flash,Mark
2102,ARAM,3673162052,None,Ina,Defeat,18m 59s,Caitlyn,13 / 7 / 9,P/Kill 65%,58 (3.1) CS,0,Level17,Flash,Clarity
2103,ARAM,3673078697,None,Ina,Defeat,22m 0s,Nidalee,14 / 10 / 22,P/Kill 78%,20 (0.9) CS,0,Level18,Flash,Clarity
2104,ARAM,3673095634,None,Ina,Victory,17m 25s,Zilean,4 / 4 / 28,P/Kill 84%,43 (2.5) CS,0,Level17,Flash,Clarity
2105,ARAM,3673092057,None,Ina,Defeat,16m 36s,Nautilus,0 / 10 / 19,P/Kill 58%,5 (0.3) CS,0,Level15,Flash,Mark
2106,ARAM,3673018868,None,Ina,Defeat,16m 7s,Ivern,4 / 7 / 24,P/Kill 67%,6 (0.4) CS,0,Level16,Flash,Mark
2107,ARAM,3673006063,None,Ina,Defeat,13m 56s,Zyra,5 / 6 / 15,P/Kill 91%,33 (2.4) CS,0,Level13,Flash,Clarity
2108,ARAM,3672973262,None,Ina,Victory,15m 42s,Soraka,3 / 6 / 40,P/Kill 98%,15 (1) CS,0,Level16,Flash,Clarity
2109,ARAM,3672936519,None,Ina,Victory,25m 53s,Veigar,12 / 9 / 29,P/Kill 59%,48 (1.9) CS,0,Level18,Flash,Clarity
2110,ARAM,3672871431,None,Ina,Victory,18m 28s,Vel'Koz,7 / 9 / 34,P/Kill 69%,28 (1.5) CS,0,Level18,Flash,Clarity
2111,ARAM,3672805714,None,Ina,Defeat,22m 39s,Janna,0 / 12 / 27,P/Kill 66%,30 (1.3) CS,0,Level18,Flash,Clarity
2112,ARAM,3672810661,None,Ina,Victory,17m 21s,Sona,5 / 7 / 40,P/Kill 87%,11 (0.6) CS,0,Level17,Flash,Clarity
2113,ARAM,3672736061,None,Ina,Victory,15m 35s,Karthus,6 / 7 / 21,P/Kill 82%,42 (2.7) CS,0,Level15,Flash,Mark
2114,ARAM,3672628849,None,Ina,Defeat,18m 33s,Caitlyn,6 / 9 / 16,P/Kill 55%,56 (3) CS,0,Level16,Flash,Clarity
2115,ARAM,3672609499,None,Ina,Victory,20m 35s,Nidalee,10 / 6 / 22,P/Kill 80%,30 (1.5) CS,0,Level18,Flash,Clarity
2116,ARAM,3672556087,None,Ina,Defeat,17m 31s,Jinx,10 / 10 / 9,P/Kill 73%,63 (3.6) CS,0,Level15,Flash,Clarity
2117,Normal,3669314599,None,Ina,Victory,26m 12s,Lulu,1 / 1 / 25,P/Kill 72%,17 (0.6) CS,Control Ward 5,Level13,Flash,Heal
2118,Normal,3669272014,None,Ina,Defeat,23m 46s,Lux,3 / 5 / 6,P/Kill 50%,17 (0.7) CS,Control Ward 2,Level11,Flash,Ignite
2119,Normal,3669198223,None,Ina,Defeat,25m 1s,Ezreal,5 / 10 / 2,P/Kill 30%,141 (5.6) CS,Control Ward 1,Level12,Flash,Heal
2120,Normal,3669137097,None,Ina,Victory,15m 59s,Caitlyn,1 / 0 / 4,P/Kill 31%,119 (7.4) CS,Control Ward 1,Level9,Flash,Heal
2121,Normal,3669193027,None,Ina,Defeat,26m 42s,Seraphine,2 / 11 / 11,P/Kill 39%,104 (3.9) CS,Control Ward 1,Level12,Flash,Heal
2122,Normal,3669088143,None,Ina,Victory,20m 43s,Karma,5 / 2 / 9,P/Kill 54%,104 (5) CS,Control Ward 1,Level12,Flash,Teleport
2123,Normal,3669055098,None,Ina,Victory,26m 10s,Lulu,1 / 4 / 12,P/Kill 48%,23 (0.9) CS,Control Ward 6,Level12,Flash,Ignite
2124,Normal,3669091648,None,Ina,Victory,23m 16s,Nami,2 / 3 / 14,P/Kill 64%,2 (0.1) CS,Control Ward 4,Level11,Flash,Ignite
2125,Normal,3668978466,None,Ina,Victory,33m 50s,Seraphine,3 / 11 / 18,P/Kill 38%,157 (4.6) CS,Control Ward 1,Level16,Flash,Barrier
2126,ARAM,3668148906,None,Ina,Victory,21m 36s,Ashe,8 / 11 / 30,P/Kill 62%,57 (2.6) CS,0,Level18,Flash,Clarity
2127,ARAM,3668146029,None,Ina,Victory,18m 25s,Nami,4 / 10 / 26,P/Kill 79%,14 (0.8) CS,0,Level17,Flash,Clarity
2128,ARAM,3668143095,None,Ina,Victory,19m 59s,Ahri,9 / 6 / 19,P/Kill 72%,97 (4.9) CS,0,Level18,Flash,Clarity
2129,ARAM,3668170512,None,Ina,Defeat,16m 37s,Veigar,12 / 9 / 15,P/Kill 61%,28 (1.7) CS,0,Level16,Flash,Clarity
2130,ARAM,3668078109,None,Ina,Defeat,19m 20s,Katarina,8 / 13 / 13,P/Kill 55%,20 (1) CS,0,Level16,Flash,Mark
2131,ARAM,3668095967,None,Ina,Defeat,13m 42s,Yuumi,1 / 8 / 20,P/Kill 78%,3 (0.2) CS,0,Level13,Heal,Clarity
2132,ARAM,3668112512,None,Ina,Defeat,19m 7s,Seraphine,9 / 10 / 28,P/Kill 82%,48 (2.5) CS,0,Level17,Flash,Clarity
2133,ARAM,3668070791,None,Ina,Defeat,17m 21s,Caitlyn,10 / 8 / 17,P/Kill 60%,36 (2.1) CS,0,Level16,Flash,Clarity
2134,ARAM,3668018298,None,Ina,Victory,18m 50s,Katarina,6 / 9 / 22,P/Kill 65%,36 (1.9) CS,0,Level17,Flash,Mark
2135,ARAM,3667996292,None,Ina,Defeat,20m 12s,Soraka,4 / 7 / 28,P/Kill 73%,15 (0.7) CS,0,Level17,Flash,Clarity
2136,ARAM,3667994117,None,Ina,Defeat,16m 42s,Ivern,3 / 8 / 20,P/Kill 61%,6 (0.4) CS,0,Level15,Flash,Clarity
2137,ARAM,3668050910,None,Ina,Victory,17m 33s,Brand,7 / 7 / 18,P/Kill 71%,30 (1.7) CS,0,Level16,Flash,Clarity
2138,ARAM,3667958862,None,Ina,Defeat,18m 30s,Fiora,2 / 14 / 20,P/Kill 58%,27 (1.5) CS,0,Level16,Flash,Mark
2139,ARAM,3667744782,None,Ina,Victory,20m 0s,Nami,5 / 4 / 50,P/Kill 93%,13 (0.7) CS,0,Level18,Flash,Clarity
2140,ARAM,3667772401,None,Ina,Victory,19m 24s,Zyra,11 / 9 / 41,P/Kill 72%,33 (1.7) CS,0,Level18,Flash,Clarity
2141,Normal,3666504803,None,Ina,Victory,43m 0s,Nami,0 / 12 / 26,P/Kill 47%,13 (0.3) CS,Control Ward 4,Level17,Flash,Ignite
2142,Normal,3666452478,None,Ina,Defeat,32m 4s,Nami,3 / 8 / 20,P/Kill 68%,3 (0.1) CS,0,Level13,Flash,Ignite
2143,Normal,3666419600,None,Ina,Victory,18m 56s,Seraphine,1 / 3 / 9,P/Kill 45%,17 (0.9) CS,Control Ward 2,Level9,Flash,Ignite
2144,Normal,3666405733,None,Ina,Victory,29m 58s,Seraphine,8 / 9 / 21,P/Kill 56%,40 (1.3) CS,Control Ward 1,Level15,Flash,Ignite
2145,Normal,3666392773,None,Ina,Victory,27m 36s,Nami,3 / 5 / 23,P/Kill 72%,2 (0.1) CS,Control Ward 2,Level14,Flash,Ignite
2146,Normal,3666349670,None,Ina,Defeat,26m 28s,Janna,0 / 4 / 3,P/Kill 21%,7 (0.3) CS,Control Ward 2,Level10,Flash,Ignite
2147,Normal,3666357581,None,Ina,Victory,16m 57s,Sona,2 / 3 / 8,P/Kill 59%,3 (0.2) CS,Control Ward 2,Level8,Flash,Ignite
2148,Normal,3666355224,None,Ina,Victory,20m 10s,Nami,2 / 2 / 10,P/Kill 43%,10 (0.5) CS,Control Ward 3,Level9,Flash,Ignite
2149,Normal,3666331838,None,Ina,Victory,25m 3s,Nami,4 / 1 / 28,P/Kill 74%,15 (0.6) CS,Control Ward 1,Level13,Flash,Ignite
2150,Ranked Solo,3668561527,Grandmaster,Draven696969,Victory,27m 8s,Kha'Zix,15 / 4 / 15,P/Kill 79%,167 (6.2) CS,Control Ward 1,Level17,Flash,Smite
2151,Ranked Solo,3668523916,Grandmaster,Draven696969,Victory,24m 59s,Evelynn,9 / 1 / 9,P/Kill 55%,165 (6.6) CS,Control Ward 4,Level15,Flash,Smite
2152,Ranked Solo,3653712737,Grandmaster,Draven696969,Defeat,40m 23s,Evelynn,14 / 8 / 13,P/Kill 73%,234 (5.8) CS,Control Ward 2,Level18,Flash,Smite
2153,Ranked Solo,3653627337,Grandmaster,Draven696969,Defeat,32m 4s,Graves,5 / 5 / 11,P/Kill 62%,235 (7.3) CS,Control Ward 5,Level16,Ignite,Smite
2154,Ranked Solo,3652970531,Grandmaster,Draven696969,Defeat,40m 55s,Rek'Sai,6 / 14 / 11,P/Kill 44%,184 (4.5) CS,Control Ward 14,Level17,Flash,Smite
2155,Ranked Solo,3652913508,Challenger,Draven696969,Victory,20m 57s,Rek'Sai,4 / 2 / 8,P/Kill 41%,123 (5.9) CS,Control Ward 3,Level12,Flash,Smite
2156,Ranked Solo,3652842504,Grandmaster,Draven696969,Defeat,34m 10s,Kindred,4 / 3 / 8,P/Kill 80%,219 (6.4) CS,Control Ward 7,Level16,Flash,Smite
2157,Ranked Solo,3652206928,Grandmaster,Draven696969,Defeat,26m 24s,Jhin,5 / 4 / 6,P/Kill 55%,199 (7.5) CS,Control Ward 4,Level13,Flash,Heal
2158,Ranked Solo,3650049855,Grandmaster,Draven696969,Victory,28m 8s,Jhin,2 / 9 / 11,P/Kill 33%,112 (4) CS,Control Ward 1,Level13,Flash,Cleanse
2159,Ranked Solo,3650015087,Grandmaster,Draven696969,Defeat,20m 25s,Hecarim,1 / 4 / 3,P/Kill 57%,146 (7.2) CS,Control Ward 2,Level11,Ghost,Smite
2160,Ranked Solo,3649990435,Grandmaster,Draven696969,Victory,25m 30s,Jhin,6 / 2 / 9,P/Kill 65%,167 (6.5) CS,Control Ward 1,Level13,Flash,Heal
2161,Ranked Solo,3649952529,Grandmaster,Draven696969,Victory,23m 25s,Lillia,8 / 7 / 12,P/Kill 61%,161 (6.9) CS,Control Ward 5,Level14,Flash,Smite
2162,Ranked Solo,3649859252,Challenger,Draven696969,Victory,22m 11s,Nidalee,15 / 3 / 5,P/Kill 67%,136 (6.1) CS,Control Ward 2,Level13,Flash,Smite
2163,Ranked Solo,3649853555,Challenger,Draven696969,Victory,20m 11s,Nidalee,6 / 3 / 2,P/Kill 30%,133 (6.6) CS,Control Ward 2,Level12,Flash,Smite
2164,Ranked Solo,3649795460,Grandmaster,Draven696969,Victory,20m 48s,Nidalee,3 / 3 / 7,P/Kill 50%,143 (6.9) CS,Control Ward 4,Level13,Flash,Smite
2165,Ranked Solo,3649750265,Grandmaster,Draven696969,Defeat,24m 20s,Rengar,9 / 9 / 9,P/Kill 78%,114 (4.7) CS,Control Ward 8,Level12,Flash,Smite
2166,Ranked Solo,3649712833,Grandmaster,Draven696969,Defeat,18m 44s,Rengar,4 / 4 / 2,P/Kill 55%,102 (5.4) CS,Control Ward 4,Level10,Flash,Smite
2167,Ranked Solo,3648450275,Grandmaster,Draven696969,Defeat,26m 41s,Jhin,0 / 6 / 2,P/Kill 20%,178 (6.7) CS,Control Ward 2,Level12,Flash,Cleanse
2168,Ranked Solo,3648362781,Challenger,Draven696969,Victory,23m 45s,Rengar,15 / 0 / 9,P/Kill 65%,200 (8.4) CS,Control Ward 2,Level15,Flash,Smite
2169,Ranked Solo,3648286751,Challenger,Draven696969,Defeat,21m 39s,Kindred,2 / 8 / 3,P/Kill 36%,124 (5.7) CS,Control Ward 6,Level12,Flash,Smite
2170,Ranked Solo,3643618836,Grandmaster,Draven696969,Victory,31m 45s,Nidalee,18 / 4 / 6,P/Kill 75%,239 (7.5) CS,Control Ward 4,Level18,Flash,Smite
2171,Ranked Solo,3643639964,Grandmaster,Draven696969,Defeat,20m 4s,Rengar,1 / 5 / 2,P/Kill 50%,113 (5.6) CS,Control Ward 5,Level10,Flash,Smite
2172,Ranked Solo,3639763921,Grandmaster,Draven696969,Victory,19m 17s,Nidalee,8 / 1 / 3,P/Kill 48%,163 (8.5) CS,Control Ward 2,Level13,Flash,Smite
2173,Ranked Solo,3639760532,Grandmaster,Draven696969,Defeat,22m 44s,Graves,6 / 8 / 4,P/Kill 63%,144 (6.3) CS,Control Ward 5,Level12,Flash,Smite
2174,Ranked Solo,3639676718,Grandmaster,Draven696969,Victory,29m 59s,Graves,8 / 2 / 10,P/Kill 82%,246 (8.2) CS,Control Ward 3,Level17,Flash,Smite
2175,Ranked Solo,3639682779,Grandmaster,Draven696969,Victory,24m 28s,Evelynn,10 / 4 / 5,P/Kill 36%,138 (5.6) CS,Control Ward 6,Level14,Flash,Smite
2176,Ranked Solo,3639463723,Grandmaster,Draven696969,Victory,30m 10s,Graves,6 / 3 / 20,P/Kill 54%,190 (6.3) CS,Control Ward 5,Level16,Flash,Smite
2177,Ranked Solo,3639456036,Challenger,Draven696969,Victory,27m 22s,Graves,7 / 2 / 9,P/Kill 73%,170 (6.2) CS,Control Ward 6,Level14,Flash,Smite
2178,Ranked Solo,3638977757,Grandmaster,Draven696969,Victory,31m 40s,Evelynn,16 / 5 / 8,P/Kill 65%,182 (5.7) CS,Control Ward 3,Level17,Flash,Smite
2179,Ranked Solo,3638943768,Grandmaster,Draven696969,Defeat,33m 45s,Kindred,11 / 7 / 10,P/Kill 64%,235 (7) CS,Control Ward 5,Level17,Flash,Smite
2180,Ranked Solo,3638872839,Grandmaster,Draven696969,Defeat,25m 23s,Jhin,4 / 10 / 8,P/Kill 52%,145 (5.7) CS,Control Ward 3,Level12,Flash,Heal
2181,Ranked Solo,3638100005,Grandmaster,Draven696969,Defeat,36m 55s,Nidalee,4 / 8 / 12,P/Kill 59%,245 (6.6) CS,Control Ward 9,Level18,Flash,Smite
2182,Ranked Solo,3638013934,Grandmaster,Draven696969,Victory,21m 1s,Nidalee,7 / 0 / 11,P/Kill 64%,163 (7.8) CS,Control Ward 3,Level15,Flash,Smite
2183,Ranked Solo,3637938234,Grandmaster,Draven696969,Victory,15m 48s,Nidalee,8 / 1 / 3,P/Kill 92%,122 (7.7) CS,Control Ward 1,Level11,Flash,Smite
2184,Ranked Solo,3637934521,Grandmaster,Draven696969,Victory,17m 12s,Kindred,9 / 1 / 4,P/Kill 43%,130 (7.6) CS,Control Ward 2,Level11,Flash,Smite
2185,Ranked Solo,3637920223,Challenger,Draven696969,Defeat,17m 35s,Graves,3 / 10 / 1,P/Kill 80%,103 (5.9) CS,Control Ward 4,Level9,Exhaust,Smite
2186,Ranked Solo,3637855174,Grandmaster,Draven696969,Defeat,20m 32s,Lillia,1 / 5 / 4,P/Kill 71%,152 (7.4) CS,Control Ward 4,Level11,Flash,Smite
2187,Ranked Solo,3637844950,Grandmaster,Draven696969,Victory,28m 13s,Graves,11 / 3 / 9,P/Kill 54%,235 (8.3) CS,Control Ward 5,Level17,Flash,Smite
2188,Ranked Solo,3636224085,Challenger,Draven696969,Defeat,35m 37s,Pantheon,6 / 4 / 11,P/Kill 59%,75 (2.1) CS,Control Ward 11,Level14,Flash,Ignite
2189,Ranked Solo,3636154564,Grandmaster,Draven696969,Victory,32m 29s,Hecarim,12 / 4 / 17,P/Kill 83%,212 (6.5) CS,Control Ward 5,Level17,Ghost,Smite
2190,Ranked Solo,3635010936,Grandmaster,Draven696969,Victory,24m 12s,Hecarim,15 / 6 / 13,P/Kill 70%,165 (6.8) CS,Control Ward 4,Level14,Ghost,Smite
2191,Ranked Solo,3634973712,Grandmaster,Draven696969,Defeat,28m 32s,Lee Sin,3 / 10 / 9,P/Kill 50%,111 (3.9) CS,Control Ward 15,Level13,Flash,Smite
2192,Ranked Solo,3634961243,Grandmaster,Draven696969,Defeat,28m 15s,Kayn,3 / 9 / 5,P/Kill 42%,135 (4.8) CS,Control Ward 5,Level12,Flash,Smite
2193,Ranked Solo,3634853398,Grandmaster,Draven696969,Victory,37m 5s,Jhin,13 / 5 / 9,P/Kill 59%,306 (8.3) CS,Control Ward 4,Level18,Flash,Cleanse
2194,Ranked Solo,3634777250,Challenger,Draven696969,Defeat,15m 39s,Jhin,0 / 7 / 0,P/Kill 0%,72 (4.6) CS,Control Ward 3,Level8,Flash,Heal
2195,Ranked Solo,3634769819,Challenger,Draven696969,Victory,26m 35s,Draven,7 / 3 / 3,P/Kill 40%,250 (9.4) CS,0,Level15,Flash,Heal
2196,Ranked Solo,3634713339,Grandmaster,Draven696969,Defeat,26m 8s,Jhin,3 / 6 / 8,P/Kill 58%,179 (6.8) CS,Control Ward 3,Level13,Flash,Heal
2197,Ranked Solo,3634648007,Challenger,Draven696969,Defeat,16m 42s,Sona,1 / 5 / 0,P/Kill 33%,1 (0.1) CS,Control Ward 3,Level6,Flash,Heal
2198,Ranked Solo,3634628407,Challenger,Draven696969,Defeat,26m 12s,Jhin,3 / 3 / 2,P/Kill 33%,228 (8.7) CS,Control Ward 4,Level13,Flash,Heal
2199,Ranked Solo,3634573451,Challenger,Draven696969,Victory,21m 28s,Olaf,6 / 1 / 9,P/Kill 42%,152 (7.1) CS,Control Ward 4,Level13,Flash,Smite
2200,ARAM,3671744666,None,ONETRICKPOLICE,Defeat,26m 11s,Xerath,21 / 11 / 27,P/Kill 79%,103 (3.9) CS,0,Level18,Flash,Ghost
2201,Ranked Solo,3646764535,Grandmaster,ONETRICKPOLICE,Defeat,12m 14s,Camille,3 / 3 / 0,P/Kill 100%,79 (6.5) CS,0,Level9,Ignite,Teleport
2202,Ranked Solo,3646468299,Grandmaster,ONETRICKPOLICE,Defeat,20m 20s,Yorick,0 / 3 / 2,P/Kill 29%,171 (8.4) CS,Control Ward 3,Level12,Flash,Teleport
2203,Ranked Solo,3646520752,Grandmaster,ONETRICKPOLICE,Victory,19m 2s,Ornn,3 / 1 / 6,P/Kill 41%,141 (7.4) CS,Control Ward 3,Level12,Flash,Teleport
2204,Ranked Solo,3646328198,Challenger,ONETRICKPOLICE,Victory,42m 4s,Sylas,6 / 5 / 11,P/Kill 57%,268 (6.4) CS,Control Ward 6,Level18,Flash,Teleport
2205,Ranked Solo,3646341446,Grandmaster,ONETRICKPOLICE,Victory,34m 34s,Camille,12 / 8 / 9,P/Kill 58%,257 (7.4) CS,Control Ward 4,Level18,Flash,Teleport
2206,Ranked Solo,3646276379,Grandmaster,ONETRICKPOLICE,Victory,27m 36s,Sett,3 / 5 / 9,P/Kill 34%,211 (7.6) CS,Control Ward 2,Level16,Flash,Teleport
2207,Ranked Solo,3645420747,Grandmaster,ONETRICKPOLICE,Defeat,29m 32s,Akali,8 / 12 / 2,P/Kill 32%,170 (5.8) CS,Control Ward 2,Level15,Ignite,Teleport
2208,Ranked Solo,3634593069,Challenger,ONETRICKPOLICE,Defeat,22m 0s,Lucian,2 / 7 / 0,P/Kill 22%,156 (7.1) CS,0,Level12,Flash,Teleport
2209,Ranked Solo,3634500632,Grandmaster,ONETRICKPOLICE,Defeat,29m 36s,Gangplank,5 / 5 / 10,P/Kill 50%,261 (8.8) CS,Control Ward 1,Level17,Flash,Teleport
2210,Ranked Solo,3634419991,Grandmaster,ONETRICKPOLICE,Victory,22m 24s,Sylas,6 / 2 / 10,P/Kill 52%,166 (7.4) CS,Control Ward 3,Level14,Flash,Teleport
2211,Ranked Solo,3634393650,Grandmaster,ONETRICKPOLICE,Victory,21m 58s,Wukong,11 / 3 / 9,P/Kill 63%,164 (7.5) CS,0,Level14,Flash,Teleport
2212,Ranked Solo,3634307067,Challenger,ONETRICKPOLICE,Defeat,35m 19s,Vayne,6 / 10 / 6,P/Kill 41%,216 (6.1) CS,Control Ward 4,Level16,Flash,Ghost
2213,Ranked Solo,3634331471,Grandmaster,ONETRICKPOLICE,Victory,20m 10s,Shyvana,5 / 1 / 4,P/Kill 43%,169 (8.4) CS,Control Ward 3,Level13,Flash,Smite
2214,Ranked Solo,3633555370,Grandmaster,ONETRICKPOLICE,Defeat,20m 43s,Camille,3 / 6 / 0,P/Kill 43%,160 (7.7) CS,Control Ward 2,Level12,Flash,Teleport
2215,Ranked Solo,3633508627,Grandmaster,ONETRICKPOLICE,Defeat,27m 34s,Lucian,7 / 7 / 1,P/Kill 38%,201 (7.3) CS,Control Ward 3,Level14,Flash,Teleport
2216,ARAM,3633090528,None,ONETRICKPOLICE,Victory,23m 12s,Ivern,13 / 10 / 23,P/Kill 68%,71 (3.1) CS,0,Level18,Flash,Ghost
2217,ARAM,3633026687,None,ONETRICKPOLICE,Defeat,20m 49s,Twisted Fate,10 / 11 / 27,P/Kill 70%,70 (3.4) CS,0,Level18,Flash,Ghost
2218,Ranked Solo,3633018544,Grandmaster,ONETRICKPOLICE,Victory,26m 58s,Jax,7 / 3 / 4,P/Kill 48%,195 (7.2) CS,Control Ward 4,Level14,Flash,Teleport
2219,Ranked Solo,3632954726,Grandmaster,ONETRICKPOLICE,Defeat,32m 7s,Lucian,4 / 11 / 6,P/Kill 43%,232 (7.2) CS,Control Ward 4,Level15,Flash,Teleport
2220,Ranked Solo,3631924200,Grandmaster,ONETRICKPOLICE,Victory,21m 35s,Gangplank,6 / 3 / 12,P/Kill 75%,181 (8.4) CS,Control Ward 2,Level15,Flash,Teleport
2221,URF,3631503117,None,ONETRICKPOLICE,Victory,16m 2s,Samira,14 / 13 / 8,P/Kill 30%,130 (8.1) CS,0,Level18,Flash,Exhaust
2222,Ranked Solo,3625027103,Grandmaster,ONETRICKPOLICE,Victory,24m 17s,Lucian,9 / 8 / 6,P/Kill 37%,162 (6.7) CS,Control Ward 1,Level15,Flash,Teleport
2223,Ranked Solo,3624940683,Challenger,ONETRICKPOLICE,Victory,40m 9s,Lucian,17 / 10 / 15,P/Kill 78%,340 (8.5) CS,Control Ward 1,Level18,Flash,Teleport
2224,Ranked Solo,3624882909,Grandmaster,ONETRICKPOLICE,Victory,18m 27s,Sion,1 / 1 / 1,P/Kill 29%,142 (7.7) CS,0,Level12,Flash,Teleport
2225,Ranked Solo,3624816490,Grandmaster,ONETRICKPOLICE,Victory,21m 53s,Ornn,1 / 1 / 7,P/Kill 44%,177 (8.1) CS,0,Level14,Flash,Teleport
2226,Ranked Solo,3624737326,Grandmaster,ONETRICKPOLICE,Defeat,34m 39s,Lucian,8 / 7 / 3,P/Kill 65%,283 (8.2) CS,Control Ward 5,Level17,Flash,Teleport
2227,Ranked Solo,3623688013,Grandmaster,ONETRICKPOLICE,Defeat,25m 20s,Sylas,6 / 9 / 3,P/Kill 29%,141 (5.6) CS,0,Level14,Flash,Teleport
2228,Ranked Solo,3618887354,Challenger,ONETRICKPOLICE,Victory,10m 54s,Lucian,3 / 2 / 0,P/Kill 33%,66 (6.1) CS,0,Level8,Flash,Teleport
2229,Ranked Solo,3618779281,Challenger,ONETRICKPOLICE,Defeat,15m 41s,Jayce,5 / 4 / 1,P/Kill 60%,127 (8.1) CS,0,Level11,Flash,Teleport
2230,Ranked Solo,3614636264,Grandmaster,ONETRICKPOLICE,Victory,32m 28s,Neeko,4 / 5 / 10,P/Kill 50%,250 (7.7) CS,Control Ward 3,Level17,Flash,Teleport
2231,Ranked Solo,3614607845,Challenger,ONETRICKPOLICE,Victory,29m 8s,Camille,3 / 4 / 7,P/Kill 33%,212 (7.3) CS,Control Ward 2,Level16,Flash,Teleport
2232,Ranked Solo,3614544307,Challenger,ONETRICKPOLICE,Defeat,16m 4s,Jayce,1 / 5 / 1,P/Kill 50%,111 (6.9) CS,Control Ward 1,Level10,Flash,Teleport
2233,Ranked Solo,3614496873,Grandmaster,ONETRICKPOLICE,Victory,25m 41s,Camille,10 / 4 / 10,P/Kill 65%,182 (7.1) CS,Control Ward 3,Level15,Flash,Teleport
2234,Ranked Solo,3613470136,Grandmaster,ONETRICKPOLICE,Victory,16m 18s,Jayce,3 / 2 / 1,P/Kill 33%,135 (8.3) CS,0,Level12,Flash,Teleport
